t, x, y, z
6.5645,0.41043,-1.5192,-0.41005
6.5645,0.95782,-1.355,-0.92947
6.5646,1.4321,-1.255,-1.3348
6.5647,1.8577,-1.4866,-1.2064
6.5648,2.077,-2.2196,-0.64563
6.5648,1.9012,-3.0072,-0.67192
6.5649,1.6322,-3.5841,-0.84041
6.565,1.4907,-3.8755,-0.88157
6.5651,1.4361,-3.7044,-0.9857
6.5652,0.96269,-3.2523,-1.1767
6.5652,0.57593,-2.9249,-0.61793
6.5653,0.65957,-2.7068,0.14604
6.5654,0.76107,-2.462,-0.076248
6.5655,1.0283,-2.5535,-0.69558
6.5655,1.2497,-2.9126,-0.69456
6.5656,1.2212,-3.4481,0.19843
6.5657,0.98832,-3.6619,0.26504
6.5658,0.92292,-3.5681,0.17532
6.5659,0.86913,-3.2108,-0.058285
6.5659,0.88943,-2.677,-0.0015904
6.566,0.75733,-1.9569,0.23997
6.5661,0.29395,-1.2292,0.25241
6.5662,-0.19983,-0.73394,0.49762
6.5662,-0.37759,-0.3049,0.54084
6.5663,-0.37403,-0.0014033,0.40238
6.5664,-0.58687,0.23089,0.12658
6.5665,-0.71158,0.3048,0.40781
6.5666,-0.61784,0.61176,0.89692
6.5666,-0.30527,1.2209,0.94687
6.5667,-0.18571,1.7157,0.41286
6.5668,-0.044907,1.7079,0.30471
6.5669,-0.20227,1.256,0.50529
6.567,-0.8463,0.75471,0.39658
6.567,-1.3835,0.57602,0.39752
6.5671,-1.5494,0.85061,0.24334
6.5672,-1.5651,1.6998,0.087474
6.5673,-1.45,2.7318,0.29199
6.5673,-1.1226,3.5757,0.43728
6.5674,-0.82591,3.8085,0.48256
6.5675,-0.63945,3.3696,0.35663
6.5676,-0.42914,2.2973,0.33923
6.5677,-0.52644,0.98448,0.44214
6.5677,-0.77118,-0.071289,0.31294
6.5678,-1.0238,-0.62701,0.17289
6.5679,-1.1563,-0.75293,0.70915
6.568,-1.1871,-0.50501,0.81178
6.568,-1.0758,-0.036861,0.49659
6.5681,-0.72047,0.12817,0.46216
6.5682,-0.58117,-0.069137,0.68847
6.5683,-0.59024,-0.60661,1.3016
6.5684,-0.39452,-1.0635,1.5741
6.5684,-0.055011,-1.0757,1.147
6.5685,0.041164,-0.81318,0.38601
6.5686,0.31743,-0.76856,0.69315
6.5687,0.4602,-0.63936,1.0932
6.5687,0.31743,-0.44804,0.71729
6.5688,0.21602,-0.25597,-0.20984
6.5689,0.25569,-0.12115,-0.42147
6.569,-0.15839,-0.10188,0.031248
6.5691,-0.68632,0.42128,-0.042474
6.5691,-0.9625,0.9277,-0.19647
6.5692,-1.1536,0.93761,-0.13556
6.5693,-1.1483,0.47713,0.036019
6.5694,-0.7084,-0.27421,0.023389
6.5695,-0.18131,-1.1382,-0.0079522
6.5695,0.27571,-2.1457,0.17776
6.5696,0.84537,-2.7972,0.70447
6.5697,1.1891,-2.8971,0.73338
6.5698,1.1579,-2.5695,0.50024
6.5698,1.4047,-2.1046,0.59454
6.5699,1.2347,-1.4156,0.46637
6.57,0.7316,-0.61344,0.66527
6.5701,0.29442,0.016279,0.67744
6.5702,0.1814,0.2685,0.6808
6.5702,0.19974,0.16363,0.44121
6.5703,-0.15324,-0.13874,0.19347
6.5704,-0.26317,-0.35448,0.16101
6.5705,-0.0052391,-0.34363,0.065021
6.5705,0.18674,0.065676,-0.15502
6.5706,0.15624,0.64039,-0.80261
6.5707,0.15119,1.0153,-0.40257
6.5708,0.12695,1.0112,0.42306
6.5709,-0.024231,0.8609,0.59978
6.5709,-0.10095,0.76407,0.25541
6.571,-0.15437,0.41773,0.37132
6.5711,-0.15867,0.064553,0.89869
6.5712,-0.014501,-0.070167,0.92676
6.5712,-0.049678,0.05632,0.74302
6.5713,0.22734,0.15802,0.69109
6.5714,0.45749,0.25746,0.65002
6.5715,0.39181,0.34073,0.5792
6.5716,-0.005894,0.25007,0.49229
6.5716,-0.51811,0.18879,0.48303
6.5717,-0.74807,0.19057,0.35822
6.5718,-0.89093,0.66714,-0.29021
6.5719,-1.2883,1.2738,-0.98729
6.572,-1.5488,1.5997,-0.53149
6.572,-1.3501,1.6069,0.17598
6.5721,-1.1259,1.5335,0.070447
6.5722,-0.89832,1.2501,-0.29161
6.5723,-0.35476,0.64497,-0.10385
6.5723,-0.0021518,0.15231,0.076154
6.5724,-0.070354,-0.066705,-0.056133
6.5725,-0.083358,-0.01525,-0.068857
6.5726,0.12798,0.29105,0.086071
6.5727,0.18702,0.67135,0.42615
6.5727,0.38479,1.1387,0.67912
6.5728,0.45084,1.5213,0.49528
6.5729,0.46834,1.6471,0.54646
6.573,0.49285,1.5457,0.66275
6.573,-0.0097298,1.4138,0.15072
6.5731,-0.74292,1.1873,-0.21986
6.5732,-1.2739,0.93948,-0.18384
6.5733,-1.5786,0.84078,-0.13575
6.5734,-1.567,1.0865,0.0018711
6.5734,-1.1891,1.533,0.14052
6.5735,-0.29863,1.9726,0.50155
6.5736,0.47021,2.4318,0.42558
6.5737,1.0332,2.5352,0.037984
6.5738,1.22,2.287,-0.065395
6.5738,0.85921,1.8941,-0.12471
6.5739,0.19441,1.5801,0.02395
6.574,-0.56507,1.5759,-0.16297
6.5741,-1.0478,1.9521,-0.19029
6.5741,-0.98729,2.6194,-0.11236
6.5742,-0.71168,3.1835,0.030125
6.5743,-0.34241,3.3488,0.15203
6.5744,0.26822,3.0711,-0.36066
6.5745,0.79531,2.3769,-0.72075
6.5745,0.91329,1.565,-0.63608
6.5746,0.59716,1.0591,-0.23192
6.5747,0.37263,1.0771,-0.19516
6.5748,0.28151,1.3849,-0.58369
6.5748,0.29975,1.5486,-0.62692
6.5749,0.63543,1.3267,-0.2976
6.575,1.0971,1.0375,0.15184
6.5751,1.5734,0.84209,0.048742
6.5752,2.0775,0.72571,-0.35916
6.5752,2.4943,0.61335,-0.28403
6.5753,2.5456,0.53738,0.15502
6.5754,2.1346,0.60072,-0.014875
6.5755,1.6758,0.64675,-0.45318
6.5755,1.1102,0.50192,-0.87587
6.5756,0.72038,0.11853,-0.98084
6.5757,0.2932,-0.13668,-1.0052
6.5758,-0.10871,-0.19254,-0.86221
6.5759,-0.21209,-0.047994,-0.7941
6.5759,0.12527,0.0047713,-0.81983
6.576,0.56124,-0.24259,-0.96792
6.5761,0.94968,-0.69774,-0.89991
6.5762,1.3188,-1.0952,-0.53822
6.5763,1.8147,-1.2434,-0.26925
6.5763,2.0303,-1.1441,-0.60708
6.5764,1.9344,-0.93312,-1.0945
6.5765,1.4033,-0.90618,-1.0445
6.5766,0.52241,-1.0208,-0.69998
6.5766,-0.10179,-0.80289,-0.91076
6.5767,-0.49547,-0.063898,-1.4127
6.5768,-0.62083,0.81964,-1.3906
6.5769,-0.36234,1.5258,-0.69091
6.577,0.28609,2.0092,-0.24119
6.577,1.1031,2.1786,-0.71504
6.5771,1.8165,1.9271,-0.7258
6.5772,2.0866,1.5969,-0.48976
6.5773,1.9569,1.2735,-0.37684
6.5773,1.0581,1.09,-0.6272
6.5774,-0.20928,0.60558,-0.38021
6.5775,-1.0697,0.34559,0.073441
6.5776,-1.3537,0.5618,0.40669
6.5777,-1.3969,1.1461,0.31051
6.5777,-0.83274,1.6286,0.32436
6.5778,-0.016466,1.6759,0.67575
6.5779,0.58987,1.0755,0.93958
6.578,0.85238,-0.16728,0.90842
6.578,0.91235,-1.4952,0.68258
6.5781,0.84303,-2.4162,0.62224
6.5782,0.47957,-2.624,0.1873
6.5783,0.041445,-2.5891,0.14239
6.5784,-0.42203,-2.3892,0.53701
6.5784,-0.61756,-2.0679,0.78746
6.5785,-0.71317,-1.5505,-0.043036
6.5786,-0.85959,-1.2408,-0.67135
6.5787,-1.1026,-1.5128,-0.44589
6.5788,-1.2605,-1.9702,-0.036861
6.5788,-1.1747,-2.1277,-0.16681
6.5789,-0.61129,-1.9105,-0.61251
6.579,0.36599,-1.5755,-0.27851
6.5791,1.4096,-1.4391,0.2686
6.5791,2.1928,-1.5816,0.58229
6.5792,2.6433,-2.1981,0.43793
6.5793,2.8416,-3.0586,-0.015998
6.5794,2.4926,-3.9552,-0.48948
6.5795,1.4901,-4.3424,-0.81459
6.5795,0.30462,-4.2237,-0.59501
6.5796,-0.82207,-3.51,-0.63562
6.5797,-1.5388,-2.5494,-0.61887
6.5798,-1.8327,-1.8433,-0.40341
6.5798,-1.5068,-1.5233,0.055665
6.5799,-0.79354,-1.4524,-0.20395
6.58,0.079522,-1.5188,-0.61232
6.5801,0.75452,-1.9943,-0.23099
6.5802,1.0542,-2.6,0.55619
6.5802,1.2541,-2.7918,0.89439
6.5803,1.2984,-2.6267,0.30265
6.5804,0.95483,-2.4248,0.10983
6.5805,0.24586,-2.0629,0.67079
6.5805,-0.29779,-1.579,1.42
6.5806,-0.67416,-0.94987,1.2747
6.5807,-0.89037,-0.3586,0.53785
6.5808,-0.56798,-0.0090749,0.52859
6.5809,-0.065302,0.21667,1.0988
6.5809,0.19852,0.56732,1.3724
6.581,0.40996,0.92601,1.251
6.5811,0.6838,1.1909,1.2013
6.5812,0.74442,1.2031,1.2087
6.5813,0.32202,1.0082,0.87933
6.5813,-0.32763,0.72805,0.63777
6.5814,-1.2373,0.39724,0.76266
6.5815,-2.093,0.04921,1.1711
6.5816,-2.1766,-0.067921,1.3315
6.5816,-1.5486,0.20386,1.1123
6.5817,-0.61363,0.61036,1.0529
6.5818,0.30602,0.56105,1.2698
6.5819,1.1303,0.16223,1.5611
6.582,1.7413,-0.35476,1.3142
6.582,1.774,-0.842,0.51811
6.5821,1.2968,-1.3682,0.53579
6.5822,0.43625,-1.3802,0.60315
6.5823,-0.662,-0.89289,0.4369
6.5823,-1.6512,-0.3136,0.12583
6.5824,-2.183,0.069418,0.027131
6.5825,-2.2526,0.36945,0.092901
6.5826,-1.9988,0.57116,0.081206
6.5827,-1.4202,0.62663,0.072693
6.5827,-0.55525,0.66116,0.27842
6.5828,0.22098,0.65386,0.6779
6.5829,0.85856,0.4399,0.4312
6.583,1.2119,-0.10488,0.064647
6.583,1.0857,-0.89158,0.30901
6.5831,0.67959,-1.6445,0.93733
6.5832,0.16484,-1.9345,0.88082
6.5833,-0.074002,-1.7322,0.48022
6.5834,-0.10254,-1.0939,0.41118
6.5834,-0.20984,-0.060998,0.25101
6.5835,-0.31556,0.93565,0.17607
6.5836,-0.087942,1.5031,0.42652
6.5837,-0.1364,1.5744,0.18608
6.5837,-0.41997,1.3979,-0.36505
6.5838,-0.60979,0.85519,-0.14192
6.5839,-0.88625,0.26083,0.18749
6.584,-1.1098,-0.12527,0.32211
6.5841,-1.2782,-0.23782,-0.0014033
6.5841,-1.1676,-0.30855,0.0066424
6.5842,-0.85014,-0.43756,0.51512
6.5843,-0.56433,-0.52195,0.83311
6.5844,-0.081767,-0.51222,0.99796
6.5845,0.53654,-0.44748,1.0283
6.5845,0.98084,-0.44121,0.8972
6.5846,0.98954,-0.50744,0.56021
6.5847,0.614,-0.66499,0.48883
6.5848,-0.0085135,-0.76931,0.68408
6.5848,-0.5487,-0.60615,0.71214
6.5849,-1.2228,-0.12321,0.52344
6.585,-1.8197,0.39284,0.20348
6.5851,-2.0252,0.49145,0.55946
6.5852,-1.7744,0.35167,0.85285
6.5852,-1.4028,0.30911,0.48883
6.5853,-1.0166,0.31191,0.18234
6.5854,-0.408,0.39022,0.38947
6.5855,-0.10656,0.39565,0.86137
6.5855,-0.16166,0.30237,0.96502
6.5856,-0.35588,0.16597,0.96718
6.5857,-0.64506,-0.092433,1.0564
6.5858,-0.51549,-0.36842,1.2182
6.5859,-0.3905,-0.36739,0.99318
6.5859,-0.44411,-0.012349,0.75078
6.586,-0.41333,0.38638,0.89083
6.5861,-0.13547,0.69147,1.2335
6.5862,0.025073,0.92283,1.0221
6.5862,0.055572,0.91703,0.5632
6.5863,-0.022079,0.66855,0.65451
6.5864,-0.098327,0.34513,0.76856
6.5865,-0.12368,0.074189,0.68716
6.5866,-0.025728,0.042848,0.23164
6.5866,0.22715,0.23857,-0.15558
6.5867,0.36973,0.49435,-0.26663
6.5868,0.11694,0.73862,-0.23623
6.5869,-0.31126,0.91338,-0.24876
6.587,-0.46768,1.0852,-0.38507
6.587,-0.45814,1.1535,-0.34896
6.5871,-0.32772,1.2806,-0.28684
6.5872,-0.087287,1.3743,-0.45795
6.5873,0.43064,1.261,-0.51194
6.5873,0.94631,0.87269,-0.36683
6.5874,0.91834,0.25971,-0.50052
6.5875,0.69643,-0.32763,-0.92798
6.5876,0.23492,-0.67874,-1.2032
6.5877,-0.4703,-0.62392,-1.1644
6.5877,-0.92966,-0.074002,-1.0402
6.5878,-1.216,0.65115,-0.87287
6.5879,-1.1396,1.3611,-0.8101
6.588,-0.68165,1.8427,-0.8463
6.588,0.1394,2.0174,-0.97382
6.5881,0.93172,1.9508,-1.2477
6.5882,1.246,1.9793,-1.4774
6.5883,1.0327,2.0854,-1.3674
6.5884,0.60278,2.285,-1.1326
6.5884,0.2091,2.7369,-0.99094
6.5885,-0.16372,3.1491,-1.075
6.5886,-0.28899,3.3033,-1.0187
6.5887,-0.26046,3.1738,-1.0192
6.5887,-0.2148,2.8412,-1.2204
6.5888,0.13463,2.5539,-1.3989
6.5889,0.39986,2.4878,-1.2675
6.589,0.20507,2.5382,-0.93714
6.5891,-0.24437,2.6232,-0.90178
6.5891,-0.67959,2.4874,-0.8492
6.5892,-0.81599,2.0088,-0.51792
6.5893,-0.70054,1.6383,-0.39387
6.5894,-0.35224,1.6818,-0.5212
6.5895,-0.036487,2.147,-0.64647
6.5895,0.14089,2.4828,-0.50726
6.5896,0.1553,2.4131,-0.23043
6.5897,-0.057162,1.7706,0.30527
6.5898,-0.3325,1.1755,0.24016
6.5898,-0.35476,0.77922,-0.20891
6.5899,-0.39798,0.80626,-0.39256
6.59,-0.20685,1.0638,-0.0087007
6.5901,0.03209,1.3338,0.33427
6.5902,0.35841,1.6991,-0.16475
6.5902,0.68492,1.6985,-0.74349
6.5903,0.70924,1.2944,-0.7143
6.5904,0.67482,0.70962,-0.4704
6.5905,0.51549,0.39321,-0.38975
6.5905,0.25428,0.29124,-0.4398
6.5906,0.15109,0.36094,-0.71383
6.5907,0.3949,0.41819,-1.0082
6.5908,0.43195,0.19113,-1.1085
6.5909,0.36206,-0.30976,-0.98458
6.5909,0.24858,-0.9886,-0.94566
6.591,0.31135,-1.8619,-0.71411
6.5911,0.83077,-2.3522,-0.85725
6.5912,1.5566,-2.5644,-1.1781
6.5912,2.0006,-2.5917,-1.2887
6.5913,2.2677,-2.6988,-1.2141
6.5914,2.1801,-2.8777,-1.0771
6.5915,2.024,-3.2311,-1.3857
6.5916,1.5889,-3.5796,-1.8557
6.5916,0.87044,-3.8566,-2.1062
6.5917,0.1118,-4.0447,-1.8078
6.5918,-0.28768,-3.9058,-1.087
6.5919,-0.40865,-3.463,-1.1596
6.592,0.04079,-2.9902,-1.162
6.592,0.98738,-2.7589,-1.0448
6.5921,1.629,-2.904,-0.9698
6.5922,2.0464,-3.3706,-1.0195
6.5923,2.2114,-3.8117,-1.0331
6.5923,1.8286,-4.0935,-0.83667
6.5924,1.2666,-4.0886,-0.69353
6.5925,0.81085,-3.7094,-0.62383
6.5926,0.37927,-3.0359,-0.84275
6.5927,0.075219,-2.5099,-0.70382
6.5927,0.11592,-2.2793,-0.11788
6.5928,0.35224,-2.2349,0.3295
6.5929,0.60521,-2.1435,0.059688
6.593,0.90702,-2.1951,-0.17916
6.593,0.99103,-2.2691,0.026008
6.5931,0.83105,-2.2649,0.57967
6.5932,0.25035,-2.1109,0.73871
6.5933,-0.41716,-1.9138,0.48434
6.5934,-0.76266,-1.7632,0.49191
6.5934,-0.87774,-1.4184,0.7055
6.5935,-0.93836,-0.7767,0.94697
6.5936,-0.92461,0.14258,0.8187
6.5937,-0.69774,0.8754,0.71448
6.5938,-0.36889,1.2154,0.84574
6.5938,-0.08289,1.2562,1.1782
6.5939,0.016092,1.4621,1.124
6.594,-0.089065,1.7804,0.96081
6.5941,-0.37188,1.9827,1.1384
6.5941,-0.92901,2.005,1.1922
6.5942,-1.506,1.9847,1.0584
6.5943,-1.7778,1.9444,1.149
6.5944,-1.7065,2.0119,1.46
6.5945,-1.5429,2.3786,1.2439
6.5945,-1.1284,2.76,1.1349
6.5946,-0.53486,2.8198,1.5697
6.5947,-0.22313,2.7828,1.4313
6.5948,-0.30976,2.6065,1.1627
6.5948,-0.52335,2.283,0.94575
6.5949,-0.97644,1.7849,0.7491
6.595,-1.6047,0.98486,1.0006
6.5951,-1.9726,0.29994,1.2769
6.5952,-1.9284,0.11255,1.1033
6.5952,-1.4534,0.23211,0.94182
6.5953,-0.70185,0.57396,0.90197
6.5954,-0.069512,0.81496,0.57789
6.5955,0.01525,0.5966,0.29535
6.5955,-0.19441,-0.15792,0.2091
6.5956,-0.39808,-0.89177,0.25073
6.5957,-0.85575,-1.2239,-0.063992
6.5958,-1.0833,-1.0735,-0.24381
6.5959,-0.94117,-0.53532,-0.069418
6.5959,-0.67182,0.052297,0.041445
6.596,-0.13809,0.19778,0.12564
6.5961,0.54356,-0.18786,-0.14978
6.5962,0.99833,-1.1128,-0.2642
6.5963,1.3431,-2.3902,0.13566
6.5963,1.4262,-3.0694,-0.17364
6.5964,1.3594,-3.1131,-0.38994
6.5965,1.4763,-2.4756,-0.068763
6.5966,1.4388,-1.555,0.17364
6.5966,1.0816,-0.73974,-0.12087
6.5967,0.89411,-0.73142,0.025728
6.5968,0.68483,-1.21,0.17102
6.5969,0.50988,-1.6557,0.21536
6.597,0.46516,-2.0514,0.44373
6.597,0.61634,-2.0665,0.24652
6.5971,0.59473,-1.6886,-0.17083
6.5972,0.47077,-1.1498,-0.23978
6.5973,0.37385,-0.74105,0.035645
6.5973,-0.070073,-0.39911,0.097953
6.5974,-0.28656,-0.038451,0.40322
6.5975,-0.31987,0.5763,0.17925
6.5976,-0.01553,1.0578,0.11592
6.5977,0.25064,1.175,0.3658
6.5977,0.50352,1.1322,0.75209
6.5978,0.53607,1.257,0.74152
6.5979,0.41417,1.2172,0.64488
6.598,0.36543,0.88382,0.85762
6.598,0.14258,0.4979,0.60858
6.5981,-0.3528,0.092339,0.59894
6.5982,-0.62523,-0.37853,0.98308
6.5983,-0.72814,-0.49828,1.194
6.5984,-0.58912,-0.15745,0.8594
6.5984,-0.27711,0.30078,0.41922
6.5985,-0.37806,0.56498,0.29947
6.5986,-0.55759,0.35214,0.64656
6.5987,-0.77922,-0.046404,0.71299
6.5988,-1.2818,-0.53186,0.3731
6.5988,-1.4479,-0.79298,0.35289
6.5989,-1.0707,-0.79054,0.47704
6.599,-0.87502,-0.35748,0.30078
6.5991,-0.5618,0.11825,-0.019553
6.5991,-0.075031,0.43344,-0.013659
6.5992,0.27777,0.72683,0.18973
6.5993,0.43363,1.0335,0.0093555
6.5994,0.45225,1.2769,-0.061185
6.5995,0.2976,1.4378,0.020582
6.5995,0.28048,1.6257,0.4035
6.5996,0.35925,1.6428,0.072973
6.5997,0.35673,1.2254,-0.53663
6.5998,0.2845,0.54159,-0.67837
6.5998,0.299,-0.20526,-0.60287
6.5999,0.056133,-0.62504,-0.59464
6.6,-0.32398,-0.51839,-0.64319
6.6001,-0.34709,0.010291,-0.51848
6.6002,0.088129,0.77062,-0.59838
6.6002,0.28039,1.447,-0.7418
6.6003,0.33521,1.5876,-0.78942
6.6004,0.49042,1.3441,-0.61784
6.6005,0.42278,1.136,-0.58931
6.6005,0.22771,1.0345,-0.91076
6.6006,-0.058285,1.2454,-1.1252
6.6007,-0.28329,1.8269,-1.1181
6.6008,-0.41679,2.6397,-0.65713
6.6009,-0.40594,3.4389,-0.37254
6.6009,-0.27683,3.8913,-0.26027
6.601,-0.027692,3.7878,-0.11853
6.6011,0.26439,3.3182,-0.17186
6.6012,0.42783,2.8317,-0.31294
6.6013,0.27608,2.5185,-0.66527
6.6013,0.090936,2.4014,-0.65115
6.6014,-0.37254,2.6011,-0.49276
6.6015,-0.90543,2.9839,-0.2177
6.6016,-1.1108,3.2514,-0.01001
6.6016,-0.94491,3.4105,-0.23623
6.6017,-0.69428,3.3635,-0.36019
6.6018,-0.36421,3.161,-0.25662
6.6019,0.052485,3.0666,-0.11891
6.602,0.47667,2.9898,-0.47161
6.602,0.6053,2.7607,-0.60811
6.6021,0.43709,2.2048,-0.06025
6.6022,0.33755,1.7429,0.15427
6.6023,0.45487,1.5448,-0.17065
6.6023,0.52737,1.382,-0.64329
6.6024,0.48284,1.2124,-0.72627
6.6025,0.52307,0.97017,-0.57827
6.6026,0.50791,0.75752,-0.33006
6.6027,0.30069,0.34756,-0.49612
6.6027,0.036112,-0.11086,-0.72113
6.6028,-0.0045842,-0.60409,-0.77623
6.6029,-0.021705,-1.0059,-0.92592
6.603,-0.082797,-1.2717,-1.0534
6.603,0.03658,-1.2602,-1.2048
6.6031,0.29086,-1.0331,-0.9973
6.6032,0.37712,-0.9422,-0.88241
6.6033,0.75331,-0.96521,-0.50492
6.6034,0.9494,-0.92611,-0.50118
6.6034,1.1564,-0.94687,-0.48275
6.6035,1.6209,-1.0357,-0.21808
6.6036,1.9105,-1.2849,-0.389
6.6037,1.8862,-1.5572,-0.58725
6.6038,1.8063,-1.8297,-0.50791
6.6038,1.4826,-1.9556,-0.036019
6.6039,1.1622,-1.6611,0.076528
6.604,0.7795,-0.93134,-0.39639
6.6041,0.40369,-0.4253,-0.72636
6.6041,0.30892,-0.4457,-0.48565
6.6042,0.12237,-0.77707,-0.11273
6.6043,-0.0029938,-1.3285,-0.036206
6.6044,0.083358,-1.8179,0.15334
6.6045,0.39639,-2.177,0.29161
6.6045,0.65788,-2.4743,0.36281
6.6046,0.59389,-2.8889,0.28113
6.6047,0.46909,-3.3148,0.49575
6.6048,0.70906,-3.3817,0.964
6.6048,0.81861,-3.0795,0.96821
6.6049,0.74171,-2.365,0.54122
6.605,0.56685,-1.6663,0.28843
6.6051,0.19955,-1.3883,0.49968
6.6052,-0.23829,-1.4847,0.6155
6.6052,-0.69727,-1.6412,0.38648
6.6053,-0.94884,-1.6007,-0.040697
6.6054,-0.89645,-1.4983,0.023108
6.6055,-0.98439,-1.5301,0.37581
6.6055,-0.69755,-1.5244,0.22182
6.6056,-0.23857,-1.3029,-0.062214
6.6057,-0.069512,-0.97513,-0.3614
6.6058,0.022547,-0.67042,-0.27356
6.6059,0.10141,-0.27159,-0.0051455
6.6059,-0.13781,-0.018992,0.066892
6.606,-0.55085,0.096362,0.12443
6.6061,-0.61821,0.073909,0.33792
6.6062,-0.42137,0.12125,0.32454
6.6062,-0.24483,0.20507,-0.16728
6.6063,-0.18131,0.12957,-0.30471
6.6064,-0.061279,-0.039013,0.18262
6.6065,-0.12359,-0.3382,0.56348
6.6066,-0.48059,-0.42558,0.14548
6.6066,-0.57518,-0.42493,0.039855
6.6067,-0.66873,-0.17935,0.29582
6.6068,-0.95258,0.17682,0.2149
6.6069,-1.1415,0.67266,0.031435
6.607,-1.0565,1.1181,0.31088
6.607,-0.77978,1.52,0.66041
6.6071,-0.47582,1.7849,0.68576
6.6072,-0.14604,1.6872,0.64104
6.6073,0.12284,1.4474,0.87755
6.6073,0.33203,1.0365,1.063
6.6074,0.46198,0.5241,1.0141
6.6075,0.41436,-0.077838,1.0014
6.6076,0.083639,-0.67323,0.86979
6.6077,-0.1307,-1.1183,0.85781
6.6077,-0.42381,-1.4388,0.92264
6.6078,-0.94678,-1.7127,1.1287
6.6079,-1.1272,-1.8868,1.1904
6.608,-0.95436,-1.8909,0.93827
6.608,-0.7012,-2.0139,0.73647
6.6081,-0.37534,-2.4064,0.94528
6.6082,0.03948,-2.8095,1.0882
6.6083,0.25045,-3.1445,1.0417
6.6084,0.43616,-3.6154,1.1978
6.6084,0.67678,-3.9864,1.0507
6.6085,0.62879,-4.0537,0.45889
6.6086,0.44373,-3.8546,0.1641
6.6087,0.55366,-3.2585,0.13257
6.6087,0.5764,-2.2945,0.084481
6.6088,0.52382,-1.2678,-0.16943
6.6089,0.52756,-0.52092,-0.28862
6.609,0.61354,-0.25297,-0.16241
6.6091,0.76098,-0.23997,-0.32183
6.6091,0.81477,-0.20882,-0.72262
6.6092,0.72767,-0.19413,-0.71392
6.6093,0.54599,-0.25522,-0.47835
6.6094,0.39284,-0.43092,-0.24315
6.6095,-0.23941,-0.63824,-0.40107
6.6095,-0.89795,-1.0026,-0.15614
6.6096,-1.194,-1.2011,0.4079
6.6097,-1.5065,-1.0635,0.69923
6.6098,-1.379,-0.43344,0.65966
6.6098,-0.57901,0.3078,0.79213
6.6099,0.1278,1.064,1.0735
6.61,0.72459,1.357,1.4613
6.6101,1.2045,1.2954,1.5679
6.6102,1.1048,1.2063,1.0637
6.6102,0.58032,1.0583,0.86763
6.6103,-0.19357,1.1978,0.86922
6.6104,-1.3602,1.5685,0.61644
6.6105,-2.3918,2.2037,0.797
6.6105,-2.7119,2.6464,1.0276
6.6106,-2.8255,2.9851,1.0571
6.6107,-2.3076,2.8231,1.6238
6.6108,-1.2626,2.6207,1.8269
6.6109,-0.02947,2.2966,1.7485
6.6109,0.74274,2.0225,1.0188
6.611,1.2397,1.663,1.0584
6.6111,1.2188,1.2013,1.2905
6.6112,0.59211,0.96774,1.2369
6.6112,-0.1989,1.0425,0.83601
6.6113,-0.67182,1.2394,0.88924
6.6114,-1.1569,1.4918,0.85266
6.6115,-1.3378,1.7154,0.43906
6.6116,-1.1539,1.961,0.23033
6.6116,-0.89355,1.9409,-0.18197
6.6117,-0.65957,1.6524,-0.22416
6.6118,-0.28422,0.99047,0.061372
6.6119,0.015904,0.40014,-0.015437
6.612,0.3164,0.034616,-0.39621
6.612,0.42418,-0.27851,-0.54243
6.6121,0.50352,-0.40697,0.14211
6.6122,0.42484,-0.28759,0.16466
6.6123,0.27655,0.15549,-0.28693
6.6123,0.15568,0.45898,-0.61316
6.6124,-0.40902,0.56049,-0.28983
6.6125,-0.99412,0.68146,0.12078
6.6126,-1.2661,1.0274,0.10572
6.6127,-1.4265,1.4836,-0.13088
6.6127,-1.5487,1.7427,-0.45103
6.6128,-1.3445,1.6602,-0.0082329
6.6129,-0.7316,1.508,0.19076
6.613,0.025634,1.5622,-0.049959
6.613,0.52241,1.4703,-0.39443
6.6131,0.90141,0.99571,-0.045094
6.6132,0.92582,0.37076,0.53495
6.6133,0.47217,-0.32913,0.52578
6.6134,-0.24493,-0.65367,0.0015904
6.6134,-0.76294,-0.39602,-0.46731
6.6135,-1.3268,0.41801,-0.32174
6.6136,-1.5748,1.5182,0.10422
6.6137,-1.4495,2.6849,0.22528
6.6137,-0.98869,3.4068,0.24979
6.6138,-0.25148,3.386,0.23464
6.6139,0.27964,2.7007,0.14698
6.614,0.61307,1.694,-0.26532
6.6141,0.63243,0.90468,-0.56451
6.6141,0.22734,0.54945,-0.53373
6.6142,-0.18168,0.83292,-0.29376
6.6143,-0.42194,1.3905,-0.21639
6.6144,-0.40276,1.8456,-0.083451
6.6145,-0.2381,2.0106,0.091871
6.6145,-0.087007,1.949,0.024418
6.6146,0.23015,1.8743,0.14436
6.6147,0.44411,1.808,-0.22472
6.6148,0.4427,1.8092,-0.80607
6.6148,0.3934,1.7679,-0.81197
6.6149,0.083358,1.7605,-0.58959
6.615,-0.19057,1.7907,-0.27889
6.6151,-0.12593,1.8904,-0.36
6.6152,0.014595,1.8945,-0.56517
6.6152,0.11442,1.7362,-1.0072
6.6153,0.28188,1.3937,-0.81309
6.6154,0.46001,1.0959,-0.53935
6.6155,0.56395,0.97784,-0.4732
6.6155,0.50894,0.99449,-0.60137
6.6156,0.44925,1.0257,-0.40369
6.6157,0.50894,1.0995,-0.11601
6.6158,0.56854,1.2688,-0.34569
6.6159,0.41267,1.3666,-0.66686
6.6159,0.29414,1.1923,-0.87671
